country,t_from_birth_to_interview,t_6m_before_interv,physical_punishment,severe_physical,psychological_aggression,nonviolent_discipline,agech,sexch,windex5,urban,edlevelmom
Gambia,38.36084,37.823772,0,0,1,1,3,Male,Second,Rural,Less than primary
Gambia,38.392673,37.823772,0,0,1,1,3,Male,Poorest,Rural,Less than primary
Gambia,38.26431,37.823772,0,1,1,1,4,Male,Poorest,Rural,Less than primary
Gambia,38.4721,37.823772,0,0,1,1,3,Female,Poorest,Rural,Less than primary
Gambia,38.2018,37.823772,0,0,1,1,3,Female,Poorest,Rural,Less than primary
Gambia,38.45991,37.823772,1,0,1,1,3,Male,Poorest,Rural,Less than primary
Gambia,38.363422,37.823772,0,0,1,1,4,Male,Poorest,Rural,Primary
Gambia,38.29547,37.823772,1,1,1,1,3,Male,Poorest,Rural,Less than primary
Gambia,38.26431,37.823772,1,1,1,1,4,Male,Poorest,Rural,Primary
Gambia,38.495182,37.823772,0,0,1,1,4,Male,Poorest,Rural,Less than primary
Gambia,38.26431,37.823772,1,0,1,1,4,Male,Poorest,Rural,Less than primary
Gambia,38.485462,37.823772,1,1,1,0,3,Female,Poorest,Rural,Less than primary
Gambia,38.43377,37.823772,1,0,1,0,3,Male,Poorest,Rural,Less than primary
Gambia,38.648674,39.6177,1,1,1,1,4,Female,Poorest,Rural,Less than primary
Gambia,38.648674,39.6177,1,0,1,1,4,Male,Poorest,Rural,Less than primary
Gambia,38.559765,39.6177,1,1,1,1,3,Male,Poorest,Rural,Less than primary
Gambia,38.66323,39.6177,1,1,1,1,4,Female,Poorest,Rural,Less than primary
Gambia,38.415752,39.6177,1,1,1,1,4,Female,Poorest,Rural,Less than primary
Gambia,38.41825,39.6177,0,0,0,1,3,Male,Poorest,Rural,Less than primary
Gambia,38.397194,39.6177,1,1,1,1,3,Female,Poorest,Rural,Less than primary
Gambia,38.559765,39.6177,1,1,1,1,3,Female,Poorest,Rural,Primary
Gambia,38.66323,39.6177,1,1,1,1,4,Male,Second,Rural,Less than primary
Gambia,38.44487,39.6177,1,1,1,1,3,Male,Poorest,Rural,Less than primary
Gambia,38.478348,39.6177,1,1,1,1,3,Female,Poorest,Rural,Primary
Gambia,38.514378,39.6177,1,1,1,1,4,Male,Poorest,Rural,Less than primary
Gambia,38.663845,39.6177,1,1,1,1,4,Female,Poorest,Rural,Less than primary
Gambia,38.703045,39.6177,1,1,1,1,3,Male,Poorest,Rural,Primary
Gambia,38.44487,39.6177,1,1,1,1,3,Male,Poorest,Rural,Primary
Gambia,32.559757,32.753147,1,1,0,1,3,Male,Richest,Urban,Secondary or higher
Gambia,32.52544,32.753147,0,0,1,1,3,Male,Richest,Urban,Primary
Gambia,32.53234,32.753147,1,1,1,1,3,Male,Richest,Urban,Secondary or higher
Gambia,32.520508,32.753147,1,1,1,1,3,Female,Richest,Urban,Secondary or higher
Gambia,32.356167,32.753147,1,1,1,1,4,Male,Richest,Urban,Secondary or higher
Gambia,32.325497,32.73322,1,1,1,1,3,Male,Fourth,Urban,Less than primary
Gambia,32.39756,32.73322,1,0,1,1,4,Male,Fourth,Urban,Primary
Gambia,32.499474,32.73322,1,1,1,1,3,Male,Fourth,Urban,Less than primary
Gambia,32.402374,32.73322,1,1,1,1,3,Female,Fourth,Urban,Primary
Gambia,32.41953,32.73322,0,1,1,1,4,Male,Fourth,Urban,Primary
Gambia,32.592155,32.815422,1,1,1,1,3,Male,Fourth,Urban,Secondary or higher
Gambia,32.41378,32.815422,1,1,1,1,3,Female,Richest,Urban,Secondary or higher
Gambia,32.531517,32.884438,1,1,1,1,4,Female,Richest,Urban,Secondary or higher
Gambia,32.56454,32.884438,1,0,0,1,4,Male,Richest,Urban,Less than primary
Gambia,32.556038,32.884438,1,0,1,1,4,Female,Fourth,Urban,Less than primary
Gambia,32.55423,32.884438,0,0,0,1,3,Female,Richest,Urban,Secondary or higher
Gambia,32.58241,32.48952,0,1,1,1,4,Female,Richest,Urban,Less than primary
Gambia,32.67657,32.48952,1,0,0,1,3,Male,Fourth,Urban,Secondary or higher
Gambia,32.505367,32.48952,0,1,0,1,4,Female,Fourth,Urban,Less than primary
Gambia,32.690212,32.48952,1,1,0,1,3,Female,Middle,Urban,Secondary or higher
Gambia,32.548664,32.48952,1,1,0,1,4,Female,Fourth,Urban,Less than primary
Gambia,32.595318,32.48952,0,0,0,1,4,Male,Fourth,Urban,Less than primary
Gambia,32.573467,32.48952,0,0,1,1,4,Male,Richest,Urban,Secondary or higher
Gambia,32.505535,32.912575,0,1,1,1,3,Female,Richest,Urban,Less than primary
Gambia,32.585526,32.912575,1,1,1,1,4,Male,Richest,Urban,Primary
Gambia,32.595318,32.48952,1,0,1,1,4,Male,Fourth,Urban,Less than primary
Gambia,32.505367,32.48952,0,0,0,0,4,Female,Fourth,Urban,Less than primary
Gambia,32.505367,32.48952,1,0,1,0,4,Male,Richest,Urban,Secondary or higher
Gambia,32.493145,32.342422,1,1,1,1,3,Female,Richest,Urban,Secondary or higher
Gambia,32.259415,32.342422,0,1,1,1,4,Male,Fourth,Urban,Secondary or higher
Gambia,32.485687,32.342422,1,0,1,1,3,Male,Middle,Urban,Less than primary
Gambia,32.493145,32.342422,0,0,0,0,3,Female,Fourth,Urban,Secondary or higher
Gambia,32.308403,32.342422,1,1,1,1,3,Female,Fourth,Urban,Less than primary
Gambia,32.671234,32.97469,0,0,0,1,4,Female,Middle,Urban,Less than primary
Gambia,32.75431,32.97469,0,1,1,1,3,Female,Richest,Urban,Primary
Gambia,32.75431,32.97469,1,1,1,1,3,Female,Richest,Urban,Primary
Gambia,32.61464,32.97469,0,0,1,1,3,Male,Middle,Urban,Secondary or higher
Gambia,32.671234,32.97469,0,0,0,1,4,Female,Fourth,Urban,Less than primary
Gambia,32.657806,32.97469,1,1,1,1,4,Female,Second,Urban,Less than primary
Gambia,32.21885,32.20285,1,0,1,1,4,Female,Fourth,Urban,Less than primary
Gambia,32.33337,32.20285,0,1,0,1,3,Male,Fourth,Urban,Secondary or higher
Gambia,32.12665,32.20285,1,0,1,1,3,Male,Fourth,Urban,Primary
Gambia,32.33337,32.20285,1,0,1,1,3,Female,Fourth,Urban,Less than primary
Gambia,32.252827,32.20285,1,1,1,1,3,Female,Middle,Urban,Secondary or higher
Gambia,32.179348,32.20285,0,0,1,1,4,Female,Fourth,Urban,Secondary or higher
Gambia,32.129017,32.20285,1,1,1,1,3,Male,Richest,Urban,Less than primary
Gambia,32.297924,32.20285,0,1,0,0,3,Female,Middle,Urban,Primary
Gambia,32.408077,32.27892,0,0,1,1,3,Male,Middle,Urban,Primary
Gambia,32.30393,32.64388,1,0,1,1,4,Female,Richest,Urban,Less than primary
Gambia,32.326397,32.64388,1,1,1,1,4,Male,Richest,Urban,Less than primary
Gambia,32.258446,32.27892,1,1,1,1,3,Female,Richest,Urban,Secondary or higher
Gambia,32.151913,32.58272,1,1,0,1,4,Male,Richest,Urban,Less than primary
Gambia,32.252728,32.58272,1,1,0,1,4,Male,Fourth,Urban,Less than primary
Gambia,32.23824,32.58272,1,1,1,1,3,Female,Fourth,Urban,Secondary or higher
Gambia,32.377487,32.58272,0,0,1,1,3,Female,Fourth,Urban,Secondary or higher
Gambia,32.23984,32.58272,1,1,1,1,4,Male,Fourth,Urban,Primary
Gambia,32.377487,32.58272,1,0,0,1,3,Female,Fourth,Urban,Less than primary
Gambia,32.350582,32.58272,1,0,1,1,3,Male,Richest,Urban,Secondary or higher
Gambia,32.24822,32.58272,1,0,1,1,3,Female,Richest,Urban,Secondary or higher
Gambia,32.14354,32.23098,1,1,1,1,4,Female,Richest,Urban,Secondary or higher
Gambia,32.174427,32.58272,0,0,0,0,3,Male,Fourth,Urban,Secondary or higher
Gambia,32.151913,32.58272,1,0,1,1,4,Male,Fourth,Urban,Less than primary
Gambia,32.24581,32.23098,1,1,1,1,4,Female,Fourth,Urban,Secondary or higher
Gambia,32.082752,32.20618,0,0,0,1,4,Female,Fourth,Urban,Less than primary
Gambia,32.162518,32.20618,1,0,0,1,3,Male,Middle,Urban,Primary
Gambia,32.197742,32.20618,0,0,0,1,3,Female,Middle,Urban,Primary
Gambia,32.197742,32.20618,1,0,1,1,3,Female,Middle,Urban,Secondary or higher
Gambia,32.4281,32.273415,1,0,1,1,3,Female,Fourth,Urban,Less than primary
Gambia,32.17303,32.273415,1,0,1,1,4,Female,Fourth,Urban,Primary
Gambia,32.16708,32.273415,1,1,1,0,4,Female,Fourth,Urban,Less than primary
Gambia,32.197067,32.273415,1,0,0,1,4,Male,Fourth,Urban,Less than primary
Gambia,32.21855,32.273415,1,0,0,1,3,Male,Fourth,Urban,Less than primary
Gambia,32.4281,32.273415,1,0,0,1,3,Male,Richest,Urban,Less than primary
Gambia,32.4281,32.273415,1,0,0,1,3,Male,Richest,Urban,Less than primary
Gambia,32.29222,32.62094,0,1,1,1,4,Male,Richest,Urban,Secondary or higher
Gambia,32.278263,32.62094,0,1,0,1,4,Male,Richest,Urban,Less than primary
Gambia,32.279892,32.62094,1,1,1,1,4,Female,Richest,Urban,Secondary or higher
Gambia,32.29222,32.62094,0,1,1,1,4,Male,Richest,Urban,Less than primary
Gambia,32.38098,32.62094,1,0,1,1,3,Male,Fourth,Urban,Secondary or higher
Gambia,32.222324,32.62094,1,1,1,1,4,Male,Richest,Urban,Secondary or higher
Gambia,32.262028,32.62094,1,1,1,1,4,Male,Fourth,Urban,Secondary or higher
Gambia,32.28736,32.62094,1,1,1,1,3,Male,Fourth,Urban,Secondary or higher
Gambia,32.262028,32.62094,0,1,1,1,4,Male,Fourth,Urban,Less than primary
Gambia,32.299774,32.70759,1,1,1,1,3,Female,Fourth,Urban,Secondary or higher
Gambia,32.483757,32.70759,0,1,1,1,3,Male,Middle,Urban,Less than primary
Gambia,32.299793,32.70759,1,0,0,1,3,Male,Fourth,Urban,Primary
Gambia,32.350655,32.70759,1,0,0,1,4,Male,Richest,Urban,Primary
Gambia,32.299774,32.70759,1,1,1,1,3,Female,Fourth,Urban,Less than primary
Gambia,32.403397,32.573963,1,1,1,1,2,Female,Richest,Urban,Less than primary
Gambia,32.213985,32.573963,0,1,1,1,4,Female,Middle,Urban,Less than primary
Gambia,32.165638,32.573963,0,1,0,1,3,Male,Middle,Urban,Less than primary
Gambia,32.24022,32.573963,0,1,0,1,4,Male,Middle,Urban,Secondary or higher
Gambia,32.14314,32.573963,1,0,0,1,4,Male,Fourth,Urban,Less than primary
Gambia,32.19478,32.573963,1,1,1,1,3,Male,Richest,Urban,Secondary or higher
Gambia,32.230663,32.573963,1,0,1,1,4,Male,Richest,Urban,Secondary or higher
Gambia,32.382317,32.718678,1,1,1,1,4,Male,Richest,Urban,Primary
Gambia,32.40669,32.645298,1,0,1,1,3,Female,Fourth,Urban,Secondary or higher
Gambia,32.303776,32.645298,0,1,0,1,4,Male,Fourth,Urban,Less than primary
Gambia,32.373646,32.656345,1,0,0,1,3,Female,Richest,Urban,Less than primary
Gambia,32.49103,32.656345,0,0,1,1,2,Female,Richest,Urban,Secondary or higher
Gambia,32.25818,32.656345,1,1,0,1,4,Female,Richest,Urban,Less than primary
Gambia,32.32882,32.656345,1,0,1,1,4,Male,Richest,Urban,Secondary or higher
Gambia,32.49103,32.656345,1,0,0,1,2,Female,Richest,Urban,Secondary or higher
Gambia,32.310776,32.55277,1,0,1,1,3,Male,Fourth,Urban,Less than primary
Gambia,32.218018,32.55277,0,0,1,1,4,Female,Fourth,Urban,Primary
Gambia,32.221767,32.55277,1,1,1,1,4,Male,Fourth,Urban,Secondary or higher
Gambia,32.31863,32.55277,1,0,1,1,3,Male,Fourth,Urban,Less than primary
Gambia,32.172527,32.55277,1,1,1,1,3,Male,Fourth,Urban,Less than primary
Gambia,32.176857,32.170876,1,0,1,1,4,Male,Fourth,Urban,Less than primary
Gambia,32.09905,32.170876,1,1,1,1,4,Male,Richest,Urban,Primary
Gambia,32.16755,32.170876,0,1,0,1,4,Female,Fourth,Urban,Less than primary
Gambia,32.263344,32.170876,1,1,1,1,3,Male,Fourth,Urban,Secondary or higher
Gambia,32.263344,32.170876,1,1,1,1,3,Female,Richest,Urban,Secondary or higher
Gambia,32.25491,32.170876,1,0,1,1,3,Female,Fourth,Urban,Secondary or higher
Gambia,32.11779,32.170876,1,1,1,1,3,Female,Richest,Urban,Secondary or higher
Gambia,32.85123,32.699974,1,1,1,1,4,Female,Richest,Urban,Less than primary
Gambia,32.81979,32.699974,0,1,1,1,4,Male,Fourth,Urban,Secondary or higher
Gambia,32.830914,33.181084,1,1,1,1,3,Female,Middle,Urban,Secondary or higher
Gambia,32.755505,32.699974,1,1,1,1,3,Female,Fourth,Urban,Primary
Gambia,32.755505,32.699974,1,1,1,1,3,Female,Fourth,Urban,Primary
Gambia,32.848854,32.699974,1,1,1,1,3,Female,Fourth,Urban,Less than primary
Gambia,32.774044,32.699974,1,1,1,1,3,Male,Fourth,Urban,Secondary or higher
Gambia,32.774044,32.699974,1,1,1,1,3,Female,Fourth,Urban,Secondary or higher
Gambia,32.773724,32.699974,1,1,1,1,4,Male,Fourth,Urban,Secondary or higher
Gambia,32.8427,32.699974,1,1,1,1,3,Male,Richest,Urban,Secondary or higher
Gambia,32.864906,33.181084,0,0,1,1,4,Male,Second,Urban,Less than primary
Gambia,33.000725,32.699974,1,1,1,1,3,Male,Fourth,Urban,Secondary or higher
Gambia,32.702084,32.699974,1,1,1,1,4,Male,Fourth,Urban,Secondary or higher
Gambia,32.702084,32.699974,1,1,1,1,4,Female,Fourth,Urban,Less than primary
Gambia,32.798553,32.655537,0,0,0,1,4,Male,Middle,Urban,Less than primary
Gambia,32.84304,32.655537,1,1,1,1,3,Female,Fourth,Urban,Less than primary
Gambia,32.80217,32.655537,1,1,1,1,4,Male,Middle,Urban,Less than primary
Gambia,32.90694,32.655537,0,0,1,1,3,Female,Richest,Urban,Secondary or higher
Gambia,32.76254,32.655537,0,0,0,0,4,Male,Fourth,Urban,Secondary or higher
Gambia,32.76254,32.655537,0,0,0,1,4,Male,Fourth,Urban,Secondary or higher
Gambia,32.912617,32.655537,1,1,0,1,3,Male,Middle,Urban,Secondary or higher
Gambia,32.76254,32.655537,1,1,1,1,4,Male,Fourth,Urban,Less than primary
Gambia,32.912617,32.655537,1,1,1,1,3,Female,Fourth,Urban,Less than primary
Gambia,32.71966,32.941853,0,1,1,1,3,Female,Richest,Urban,Secondary or higher
Gambia,32.733597,32.941853,1,1,1,1,3,Male,Fourth,Urban,Primary
Gambia,32.670082,32.941853,1,0,1,1,3,Male,Fourth,Urban,Secondary or higher
Gambia,32.61436,32.941853,1,1,1,0,3,Male,Fourth,Urban,Secondary or higher
Gambia,32.537006,32.941853,1,1,1,1,3,Female,Richest,Urban,Secondary or higher
Gambia,32.61609,32.941853,1,1,1,1,3,Male,Fourth,Urban,Secondary or higher
Gambia,32.597878,32.916706,0,0,0,1,4,Male,Fourth,Urban,Secondary or higher
Gambia,32.48644,32.916706,0,0,0,1,4,Female,Fourth,Urban,Secondary or higher
Gambia,32.589844,32.916706,1,0,1,1,4,Female,Fourth,Urban,Less than primary
Gambia,32.55388,32.916706,1,1,1,1,3,Female,Fourth,Urban,Primary
Gambia,32.767975,32.916706,0,0,1,0,2,Female,Fourth,Urban,Less than primary
Gambia,32.511967,32.907047,0,0,0,1,4,Male,Richest,Urban,Secondary or higher
Gambia,32.589012,32.907047,1,1,1,0,4,Male,Richest,Urban,Primary
Gambia,32.682922,32.907047,1,0,1,1,3,Male,Richest,Urban,Secondary or higher
Gambia,32.69647,32.907047,1,1,1,1,3,Female,Second,Urban,Secondary or higher
Gambia,32.511967,32.907047,0,0,0,1,4,Male,Fourth,Urban,Secondary or higher
Gambia,32.577904,32.907047,1,1,1,0,4,Male,Richest,Urban,Less than primary
Gambia,32.69647,32.907047,1,1,0,1,3,Male,Fourth,Urban,Primary
Gambia,32.724346,32.907047,1,0,0,1,3,Female,Fourth,Urban,Secondary or higher
Gambia,32.82597,32.680836,1,1,1,1,4,Female,Richest,Urban,Less than primary
Gambia,32.678078,32.680836,0,0,1,1,4,Female,Second,Urban,Primary
Gambia,32.876026,32.680836,0,0,1,0,3,Female,Middle,Urban,Primary
Gambia,32.82597,32.680836,1,1,1,0,4,Male,Richest,Urban,Primary
Gambia,32.81809,32.680836,1,1,1,1,3,Male,Richest,Urban,Secondary or higher
Gambia,32.81809,32.680836,1,0,0,1,3,Female,Richest,Urban,Secondary or higher
Gambia,32.940975,32.680836,0,1,1,1,3,Male,Fourth,Urban,Secondary or higher
Gambia,32.82597,32.680836,1,1,1,1,4,Male,Fourth,Urban,Secondary or higher
Gambia,32.97503,32.680836,1,1,1,1,3,Female,Richest,Urban,Primary
Gambia,32.97503,32.680836,1,1,0,1,3,Female,Richest,Urban,Primary
Gambia,32.79513,32.680836,1,1,1,1,4,Male,Richest,Urban,Secondary or higher
Gambia,32.83554,32.680836,0,1,1,1,4,Female,Middle,Urban,Less than primary
Gambia,32.74912,32.680836,1,1,1,1,3,Female,Fourth,Urban,Secondary or higher
Gambia,32.666817,32.560246,1,1,1,1,4,Female,Fourth,Urban,Secondary or higher
Gambia,32.6882,32.560246,0,1,1,1,4,Male,Fourth,Urban,Primary
Gambia,32.664616,32.560246,0,0,0,1,3,Male,Fourth,Urban,Less than primary
Gambia,32.592087,32.560246,1,1,1,1,3,Female,Middle,Urban,Less than primary
Gambia,32.77875,32.560246,1,1,1,1,3,Female,Middle,Urban,Less than primary
Gambia,32.77875,32.560246,1,0,1,1,3,Male,Richest,Urban,Less than primary
Gambia,32.77875,32.560246,1,1,1,1,3,Male,Richest,Urban,Less than primary
Gambia,32.62951,32.560246,0,1,1,1,3,Female,Richest,Urban,Less than primary
Gambia,32.77033,32.560246,0,0,0,0,3,Female,Richest,Urban,Secondary or higher
Gambia,32.666817,32.560246,1,0,1,1,4,Female,Fourth,Urban,Less than primary
Gambia,32.464203,32.818623,1,1,1,1,4,Male,Fourth,Urban,Secondary or higher
Gambia,32.417095,32.818623,1,1,1,1,3,Male,Fourth,Urban,Less than primary
Gambia,32.55528,32.98542,1,1,1,1,4,Male,Richest,Urban,Secondary or higher
Gambia,32.808174,32.98542,1,1,1,1,3,Male,Fourth,Urban,Less than primary
Gambia,32.581127,32.98542,1,1,1,1,3,Male,Second,Urban,Less than primary
Gambia,32.589794,32.98542,0,0,0,1,3,Male,Fourth,Urban,Less than primary
Gambia,32.589794,32.98542,0,0,0,1,3,Female,Fourth,Urban,Primary
Gambia,32.87124,33.166557,1,1,1,1,4,Female,Fourth,Urban,Secondary or higher
Gambia,32.973244,33.166557,1,1,1,1,3,Male,Richest,Urban,Primary
Gambia,32.708908,33.166557,1,0,1,1,4,Female,Middle,Urban,Secondary or higher
Gambia,32.43431,32.420097,1,1,1,1,3,Male,Richest,Urban,Secondary or higher
Gambia,32.584545,32.420097,1,1,1,1,3,Male,Richest,Urban,Secondary or higher
Gambia,32.584545,32.420097,1,1,1,0,3,Male,Middle,Urban,Secondary or higher
Gambia,32.432655,32.410995,1,1,1,1,3,Male,Richest,Urban,Less than primary
Gambia,32.612793,32.410995,1,1,1,1,3,Female,Richest,Urban,Less than primary
Gambia,32.432655,32.410995,1,1,1,1,3,Male,Richest,Urban,Less than primary
Gambia,32.432655,32.410995,1,1,1,1,3,Male,Richest,Urban,Less than primary
Gambia,32.492195,32.410995,1,1,1,1,4,Female,Richest,Urban,Less than primary
Gambia,32.39133,32.410995,1,1,1,1,3,Female,Richest,Urban,Less than primary
Gambia,32.46983,32.410995,0,0,0,1,4,Female,Fourth,Urban,Primary
Gambia,32.600227,32.96546,1,0,1,1,3,Male,Richest,Urban,Secondary or higher
Gambia,32.418655,32.96546,1,1,1,1,4,Female,Middle,Urban,Primary
Gambia,32.48229,32.96546,1,1,1,1,4,Female,Middle,Urban,Less than primary
Gambia,32.450123,32.96546,1,1,1,1,4,Male,Middle,Urban,Less than primary
Gambia,32.628143,32.96546,1,1,1,1,3,Female,Middle,Urban,Primary
Gambia,32.48229,32.96546,1,1,1,1,4,Female,Middle,Urban,Secondary or higher
Gambia,32.459747,32.96546,1,1,1,1,4,Male,Fourth,Urban,Less than primary
Gambia,32.45039,32.89076,1,1,1,1,4,Female,Fourth,Urban,Less than primary
Gambia,32.54012,32.89076,1,0,1,0,3,Female,Second,Urban,Primary
Gambia,32.40817,32.89076,0,1,1,1,4,Female,Fourth,Urban,Less than primary
Gambia,32.430397,32.89076,1,1,1,1,4,Male,Richest,Urban,Less than primary
Gambia,32.429367,32.89076,1,1,1,1,4,Male,Richest,Urban,Secondary or higher
Gambia,32.57361,32.89076,1,0,1,1,3,Female,Fourth,Urban,Less than primary
Gambia,32.562428,32.89076,0,0,0,1,3,Female,Richest,Urban,Secondary or higher
Gambia,32.562428,32.89076,1,1,1,1,3,Female,Richest,Urban,Secondary or higher
Gambia,32.470463,33.00089,1,1,1,1,3,Female,Richest,Urban,Secondary or higher
Gambia,32.527885,33.00089,1,1,1,1,4,Male,Richest,Urban,Secondary or higher
Gambia,32.439945,33.00089,1,1,1,1,3,Male,Richest,Urban,Less than primary
Gambia,32.625954,33.00089,0,1,1,1,3,Female,Richest,Urban,Secondary or higher
Gambia,32.5673,33.00089,1,1,1,1,3,Male,Richest,Urban,Less than primary
Gambia,32.082787,32.434296,1,1,1,1,4,Female,Richest,Urban,Secondary or higher
Gambia,32.237007,32.451378,1,0,1,1,3,Female,Fourth,Urban,Less than primary
Gambia,32.10219,32.451378,1,0,1,1,4,Male,Fourth,Urban,Less than primary
Gambia,32.088608,32.451378,1,1,1,1,4,Female,Fourth,Urban,Less than primary
Gambia,32.202026,32.451378,1,0,1,1,3,Male,Richest,Urban,Secondary or higher
Gambia,32.111843,32.451378,0,0,1,0,4,Female,Fourth,Urban,Secondary or higher
Gambia,32.209507,32.427597,0,0,1,1,3,Female,Fourth,Urban,Secondary or higher
Gambia,32.209507,32.427597,0,0,0,1,3,Female,Fourth,Urban,Secondary or higher
Gambia,32.10127,32.427597,1,1,1,1,4,Male,Fourth,Urban,Primary
Gambia,32.102356,32.427597,0,0,1,1,4,Male,Richest,Urban,Less than primary
Gambia,32.115864,32.427597,0,1,0,1,4,Female,Richest,Urban,Secondary or higher
Gambia,32.102356,32.427597,1,1,1,1,4,Female,Richest,Urban,Secondary or higher
Gambia,32.20192,32.427597,1,1,1,1,3,Male,Richest,Urban,Secondary or higher
Gambia,32.102356,32.427597,1,1,1,1,4,Male,Richest,Urban,Secondary or higher
Gambia,32.171436,32.427597,1,1,1,1,2,Female,Fourth,Urban,Less than primary
Gambia,32.20331,32.55767,1,1,1,1,4,Male,Richest,Urban,Secondary or higher
Gambia,32.33046,32.55767,0,0,0,1,3,Male,Fourth,Urban,Primary
Gambia,32.20331,32.55767,1,1,1,1,4,Female,Fourth,Urban,Primary
Gambia,32.303993,32.55767,1,1,1,1,3,Female,Richest,Urban,Secondary or higher
Gambia,32.33046,32.55767,1,0,1,1,3,Female,Richest,Urban,Less than primary
Gambia,32.178192,32.55767,1,1,1,1,4,Female,Richest,Urban,Secondary or higher
Gambia,32.321304,32.55767,1,1,1,1,3,Male,Fourth,Urban,Primary
Gambia,32.160873,32.55767,0,0,1,1,4,Female,Fourth,Urban,Primary
Gambia,32.19448,32.55767,1,0,1,1,4,Male,Richest,Urban,Less than primary
Gambia,32.321304,32.55767,0,0,1,1,3,Male,Richest,Urban,Primary
Gambia,32.146473,32.489883,1,1,0,1,4,Female,Fourth,Urban,Secondary or higher
Gambia,32.094215,32.489883,1,1,1,1,4,Female,Fourth,Urban,Less than primary
Gambia,32.16,32.489883,0,0,1,1,3,Male,Richest,Urban,Less than primary
Gambia,32.112793,32.489883,1,0,1,1,4,Male,Richest,Urban,Less than primary
Gambia,32.003235,32.434296,1,1,1,1,4,Female,Richest,Urban,Secondary or higher
Gambia,32.09434,32.114643,1,1,0,1,4,Female,Richest,Urban,Less than primary
Gambia,32.02304,32.434296,0,0,0,1,3,Female,Richest,Urban,Less than primary
Gambia,32.099327,32.434296,0,0,0,1,4,Female,Richest,Urban,Secondary or higher
Gambia,32.10793,32.434296,1,1,1,1,4,Female,Richest,Urban,Primary
Gambia,32.103016,32.114643,1,1,1,1,4,Female,Fourth,Urban,Secondary or higher
Gambia,32.027348,32.114643,1,0,0,1,4,Male,Richest,Urban,Secondary or higher
Gambia,32.188015,32.114643,0,0,1,1,3,Female,Richest,Urban,Secondary or higher
Gambia,31.967941,32.114643,1,1,1,1,4,Male,Fourth,Urban,Less than primary
Gambia,32.08866,32.114643,1,1,1,1,4,Male,Middle,Urban,Primary
Gambia,32.080376,32.46482,0,0,0,1,3,Male,Richest,Urban,Secondary or higher
Gambia,32.084362,32.46482,1,1,1,1,3,Male,Fourth,Urban,Secondary or higher
Gambia,32.084362,32.46482,1,1,1,1,3,Female,Fourth,Urban,Secondary or higher
Gambia,32.216225,32.46482,1,1,1,1,3,Male,Fourth,Urban,Primary
Gambia,32.130882,32.46482,1,1,1,1,4,Female,Fourth,Urban,Secondary or higher
Gambia,32.11476,32.46482,1,1,1,1,4,Female,Fourth,Urban,Secondary or higher
Gambia,32.19228,32.434296,1,0,1,1,3,Female,Richest,Urban,Secondary or higher
Gambia,32.025433,32.434296,1,1,1,1,3,Female,Second,Urban,Less than primary
Gambia,32.089924,32.114643,0,0,1,1,3,Male,Middle,Urban,Less than primary
Gambia,32.103016,32.114643,1,1,1,1,4,Female,Fourth,Urban,Primary
Gambia,32.027348,32.114643,0,0,0,1,4,Female,Richest,Urban,Less than primary
Gambia,32.179638,32.114643,0,0,1,1,3,Female,Richest,Urban,Secondary or higher
Gambia,32.089924,32.114643,0,0,1,1,3,Male,Middle,Urban,Less than primary
Gambia,32.10793,32.434296,0,0,1,1,4,Female,Fourth,Urban,Secondary or higher
Gambia,32.18386,32.434296,0,0,1,1,3,Male,Fourth,Urban,Less than primary
Gambia,32.19228,32.434296,0,1,0,1,3,Female,Middle,Urban,Secondary or higher
Gambia,32.02304,32.434296,0,0,0,1,3,Male,Fourth,Urban,Secondary or higher
Gambia,31.980999,32.434296,1,0,1,1,4,Male,Fourth,Urban,Secondary or higher
Gambia,32.099327,32.434296,0,1,0,1,4,Female,Fourth,Urban,Secondary or higher
Gambia,32.053474,32.434296,1,0,1,1,3,Male,Richest,Urban,Less than primary
Gambia,32.082787,32.434296,0,0,0,1,3,Female,Richest,Urban,Secondary or higher
Gambia,32.099327,32.434296,0,0,1,1,4,Female,Richest,Urban,Secondary or higher
Gambia,32.218742,32.434296,0,0,1,1,3,Female,Middle,Urban,Primary
Gambia,32.18386,32.434296,0,1,0,1,3,Male,Richest,Urban,Less than primary
Gambia,32.019165,32.434296,0,0,0,1,3,Female,Richest,Urban,Secondary or higher
Gambia,32.082787,32.434296,1,0,1,1,3,Female,Fourth,Urban,Less than primary
Gambia,32.07114,32.434296,0,1,1,1,4,Female,Fourth,Urban,Primary
Gambia,32.07114,32.434296,0,1,1,1,4,Female,Middle,Urban,Primary
Gambia,32.093956,32.434296,1,1,1,1,4,Female,Middle,Urban,Primary
Gambia,32.02854,32.48212,0,0,0,1,4,Female,Richest,Urban,Less than primary
Gambia,32.234474,32.48212,1,0,1,1,3,Female,Richest,Urban,Secondary or higher
Gambia,32.148754,32.48212,1,0,1,1,4,Male,Richest,Urban,Secondary or higher
Gambia,32.07147,32.48212,0,1,1,1,3,Female,Middle,Urban,Less than primary
Gambia,32.235096,32.48212,0,0,0,0,3,Male,Middle,Urban,Secondary or higher
Gambia,34.36278,35.730038,0,1,1,1,4,Male,Second,Urban,Less than primary
Gambia,34.464966,35.730038,0,1,1,1,4,Male,Richest,Urban,Secondary or higher
Gambia,34.573437,35.730038,1,1,1,1,3,Female,Fourth,Urban,Less than primary
